radar_spacing,mode,trial,animals,detected,det_rate,road_entries,collisions,col_rate,warnings,vehicles_alerted,mean_latency_s,in_range_latency_s,awareness_pct,frozen_on_road_s,n_foraging,n_approaching,n_hesitating,n_crossing,n_frozen,n_fleeing,wall_seconds
15,control,7,29,0,0.0,15,3,0.2,0,0,0.0,0.0,0.0,0.6,29,29,18,15,2,14,1.5928008556365967
15,control,8,29,0,0.0,15,4,0.26666666666666666,0,0,0.0,0.0,0.0,16.599999999999966,29,29,22,16,7,15,1.5744192600250244
15,control,9,29,0,0.0,16,3,0.1875,0,0,0.0,0.0,0.0,20.200000000000017,29,29,24,17,7,14,1.6167089939117432
15,control,10,29,0,0.0,16,1,0.0625,0,0,0.0,0.0,0.0,9.499999999999982,29,29,21,17,3,14,1.5703492164611816
15,control,11,29,0,0.0,17,4,0.23529411764705882,0,0,0.0,0.0,0.0,13.09999999999997,29,29,24,17,5,14,1.5579907894134521
15,control,12,29,0,0.0,14,2,0.14285714285714285,0,0,0.0,0.0,0.0,6.099999999999994,29,29,18,14,3,15,1.5774004459381104
15,control,13,29,0,0.0,16,3,0.1875,0,0,0.0,0.0,0.0,0.8999999999999999,29,29,18,16,1,13,1.6698906421661377
15,control,14,29,0,0.0,15,2,0.13333333333333333,0,0,0.0,0.0,0.0,5.399999999999997,29,29,16,16,2,14,1.619852066040039
15,detection,0,29,29,1.0,21,4,0.19047619047619047,29,290,1.9034482758632378,0.2827586206898988,12.100000000001799,0.0,29,29,27,21,0,8,2.457794666290283
15,detection,1,29,29,1.0,21,0,0.0,29,291,1.9275862068990286,0.32758620689684576,12.100000000001799,0.0,29,29,26,21,0,8,2.597264289855957
15,detection,2,29,29,1.0,20,3,0.15,29,291,1.8344827586224974,0.17931034482775143,12.100000000001799,0.0,29,29,24,20,0,9,2.4882447719573975
15,detection,3,29,28,0.9655172413793104,20,0,0.0,28,279,2.0107142857174645,0.2892857142859516,11.683333333335037,0.0,29,29,25,20,0,9,2.546293258666992
15,detection,4,29,29,1.0,24,1,0.041666666666666664,29,293,3.0275862068990373,0.36206896551770495,12.100000000001799,0.0,29,29,27,24,0,5,2.4746978282928467
